1Jy 2323-40, radec J2000, 23:26:34.12, -40:27:17.8, (80 5009 2.94 -0.78)
1Jy 2324+40 | *3C462.0, radec J2000, 23:26:55.93, 40:48:09.2, (178 31400 2.57 -0.7)
1Jy 2324-02, radec J2000, 23:26:54.49, -2:02:16.5, (14 10695 2.17 -0.58 0 0 1.64 -1)
1Jy 2326-477, radec J2000, 23:29:17.60, -47:30:19.3, (800.0 5009 0.6023 -0.06424)
1Jy 2328+10, radec J2000, 23:30:40.98, 11:00:18.2, (318 31400 0.08 -0.02)
1Jy 2329-16, radec J2000, 23:31:38.71, -15:56:58.0, (408 31400 1.42 -0.39)
1Jy 2331-41, radec J2000, 23:34:26.08, -41:25:26.9, (80 8870 3.69 -0.94)
1Jy 2331-240, radec J2000, 23:33:55.27, -23:43:41.7, (408 31400 0.51 -0.15)
1Jy 2333-528, radec J2000, 23:36:12.50, -52:36:19.5, (800.0 8870 0.593 -0.1394)
1Jy 2335+26 | *3C465, radec J2000, 23:38:26.10, 27:01:14.2, (26 5000 4.1 -0.99 0 0 -2.04 -1)
1Jy 2337-334, radec J2000, 23:39:55.26, -33:10:19.9, (800.0 5009 0.7824 -0.1891)
1Jy 2344+09, radec J2000, 23:46:36.84, 9:30:45.7, (15 31400 0.9174 -0.1969)
1Jy 2345-16, radec J2000, 23:48:02.61, -16:31:12.1, (408 31400 -0.3658 0.2223)
1Jy 2351+45, radec J2000, 23:54:21.46, 45:53:04.0, (408 31400 1.141 -0.2767)
1Jy 2352+49, radec J2000, 23:55:09.46, 49:50:08.5, (408 31400 3.9 -0.88 0 0 -17 -1)
1Jy 2353-68, radec J2000, 23:56:02.27, -68:20:59.7, (800.0 8870 -0.12 0.04)
1Jy 2354-11, radec J2000, 23:57:31.24, -11:25:40.1, (800.0 2400.0 0.32 0.09 0 0 -0.01 1)
1Jy 2355-534, radec J2000, 23:57:53.50, -53:11:17.6, (800.0 5009 -1.133 0.3546)
1Jy 2356-61, radec J2000, 23:58:59.28, -60:54:57.5, (468 5009 5.19 -1.15 0 0 -3.74 -1)
